over,wickets,total_runs,bat1_runs,bat2_runs,year,final_score
15,174,1,98,50,17,174
1,6,0,5,0,17,161
2,11,1,0,6,17,161
3,22,1,3,14,17,161
4,24,2,2,3,17,161
5,30,4,6,2,17,161
6,37,5,9,3,17,161
7,49,5,20,4,17,161
8,54,5,7,22,17,161
9,58,5,25,8,17,161
10,66,5,14,27,17,161
11,79,5,20,34,17,161
12,85,5,38,21,17,161
13,91,5,23,42,17,161
14,98,5,28,44,17,161
15,113,5,36,51,17,161
16,119,5,55,38,17,161
17,123,7,42,0,17,161
18,140,7,52,7,17,161
19,152,7,61,10,17,161
20,161,8,67,1,17,161
1,6,0,5,0,17,161
2,11,1,0,6,17,161
3,22,1,3,14,17,161
4,24,2,2,3,17,161
5,30,4,6,2,17,161
6,37,5,9,3,17,161
7,49,5,20,4,17,161
8,54,5,7,22,17,161
9,58,5,25,8,17,161
10,66,5,14,27,17,161
11,79,5,20,34,17,161
12,85,5,38,21,17,161
13,91,5,23,42,17,161
14,98,5,28,44,17,161
15,113,5,36,51,17,161
16,119,5,55,38,17,161
17,123,7,42,0,17,161
18,140,7,52,7,17,161
19,152,7,61,10,17,161
20,161,8,67,1,17,161
1,15,0,10,5,17,164
2,24,0,14,10,17,164
3,30,1,18,1,17,164
4,41,1,22,8,17,164
5,47,2,9,27,17,164
6,52,2,32,0,17,164
7,59,2,1,38,17,164
8,70,2,47,3,17,164
9,78,2,3,54,17,164
10,83,2,6,56,17,164
11,102,2,56,25,17,164
12,115,2,64,30,17,164
13,126,3,11,64,17,164
14,132,4,0,65,17,164
15,138,5,70,1,17,164
16,146,5,74,4,17,164
17,151,5,76,6,17,164
18,158,5,9,79,17,164
19,164,5,15,79,17,164
1,7,0,5,2,17,200
2,10,1,3,0,17,200
3,29,1,10,12,17,200
4,40,1,22,11,17,200
5,50,1,16,27,17,200
6,58,1,35,16,17,200
7,68,1,44,17,17,200
8,77,2,1,18,17,200
9,86,2,9,19,17,200
10,100,2,11,30,17,200
11,109,2,35,13,17,200
12,115,2,39,15,17,200
13,131,2,23,46,17,200
14,142,3,56,0,17,200
15,148,3,61,1,17,200
16,150,3,2,62,17,200
17,162,4,73,3,17,200
18,182,5,19,0,17,200
19,193,5,21,9,17,200
20,200,7,1,0,17,200
1,7,0,5,2,17,200
2,10,1,3,0,17,200
3,29,1,10,12,17,200
4,40,1,22,11,17,200
5,50,1,16,27,17,200
6,58,1,35,16,17,200
7,68,1,44,17,17,200
8,77,2,1,18,17,200
9,86,2,9,19,17,200
10,100,2,11,30,17,200
11,109,2,35,13,17,200
12,115,2,39,15,17,200
13,131,2,23,46,17,200
14,142,3,56,0,17,200
15,148,3,61,1,17,200
16,150,3,2,62,17,200
17,162,4,73,3,17,200
18,182,5,19,0,17,200
19,193,5,21,9,17,200
20,200,7,1,0,17,200
1,10,0,9,0,17,154
2,16,0,10,4,17,154
3,30,0,16,12,17,154
4,42,2,27,1,17,154
5,48,2,5,2,17,154
6,54,2,9,4,17,154
7,60,2,11,6,17,154
8,65,2,9,13,17,154
9,68,3,15,1,17,154
10,83,3,29,2,17,154
11,90,4,35,1,17,154
12,96,5,3,37,17,154
13,101,6,1,6,17,154
14,104,8,1,0,17,154
15,114,8,3,8,17,154
16,124,8,9,12,17,154
17,128,9,1,10,17,154
18,139,9,20,2,17,154
19,147,9,26,3,17,154
20,154,9,9,27,17,154
1,5,1,1,0,17,161
2,16,2,10,1,17,161
3,21,2,14,2,17,161
4,33,2,8,20,17,161
5,35,2,9,21,17,161
6,45,2,22,18,17,161
7,56,2,31,20,17,161
8,60,3,22,2,17,161
9,69,3,4,28,17,161
10,76,3,9,30,17,161
11,80,3,11,31,17,161
12,83,3,34,11,17,161
13,90,4,16,36,17,161
14,95,4,3,38,17,161
15,100,4,39,7,17,161
16,113,4,15,44,17,161
17,129,4,53,22,17,161
18,141,5,1,59,17,161
19,151,6,67,0,17,161
20,161,8,8,69,17,161
1,5,1,1,0,17,161
2,16,2,10,1,17,161
3,21,2,14,2,17,161
4,33,2,8,20,17,161
5,35,2,9,21,17,161
6,45,2,22,18,17,161
7,56,2,31,20,17,161
8,60,3,22,2,17,161
9,69,3,4,28,17,161
10,76,3,9,30,17,161
11,80,3,11,31,17,161
12,83,3,34,11,17,161
13,90,4,16,36,17,161
14,95,4,3,38,17,161
15,100,4,39,7,17,161
16,113,4,15,44,17,161
17,129,4,53,22,17,161
18,141,5,1,59,17,161
19,151,6,67,0,17,161
20,161,8,8,69,17,161
1,9,0,7,2,17,162
2,13,0,5,8,17,162
3,23,0,16,6,17,162
4,37,0,21,15,17,162
5,50,0,33,16,17,162
6,58,0,19,38,17,162
7,65,1,2,39,17,162
8,73,1,9,40,17,162
9,78,1,42,11,17,162
10,82,2,12,1,17,162
11,101,2,29,1,17,162
12,107,2,32,4,17,162
13,119,2,39,9,17,162
14,129,2,41,17,17,162
15,143,3,0,17,17,162
16,152,3,19,6,17,162
17,162,4,1,28,17,162
1,6,1,0,1,17,170
2,14,1,6,3,17,170
3,23,1,15,3,17,170
4,36,2,7,5,17,170
5,52,2,20,8,17,170
6,57,2,12,21,17,170
7,60,2,14,22,17,170
8,69,2,26,19,17,170
9,83,2,29,30,17,170
10,88,2,33,31,17,170
11,94,2,35,35,17,170
12,100,3,1,36,17,170
13,109,3,5,41,17,170
14,117,3,48,6,17,170
15,124,3,53,8,17,170
16,133,3,55,15,17,170
17,138,4,2,16,17,170
18,146,5,20,0,17,170
19,154,5,4,24,17,170
20,170,6,39,5,17,170
1,6,1,0,1,17,170
2,14,1,6,3,17,170
3,23,1,15,3,17,170
4,36,2,7,5,17,170
5,52,2,20,8,17,170
6,57,2,12,21,17,170
7,60,2,14,22,17,170
8,69,2,26,19,17,170
9,83,2,29,30,17,170
10,88,2,33,31,17,170
11,94,2,35,35,17,170
12,100,3,1,36,17,170
13,109,3,5,41,17,170
14,117,3,48,6,17,170
15,124,3,53,8,17,170
16,133,3,55,15,17,170
17,138,4,2,16,17,170
18,146,5,20,0,17,170
19,154,5,4,24,17,170
20,170,6,39,5,17,170
1,1,0,0,1,17,171
2,13,0,8,4,17,171
3,21,0,10,9,17,171
4,31,0,19,10,17,171
5,46,0,28,15,17,171
6,60,0,33,24,17,171
7,65,0,27,35,17,171
8,74,1,1,29,17,171
9,79,1,5,30,17,171
10,86,2,4,7,17,171
11,96,2,16,5,17,171
12,104,2,11,18,17,171
13,118,2,17,26,17,171
14,121,3,19,1,17,171
15,133,3,28,4,17,171
16,143,3,29,13,17,171
17,149,4,1,17,17,171
18,155,4,5,19,17,171
19,162,4,23,6,17,171
20,171,4,31,6,17,171
1,10,0,6,4,17,152
2,22,0,6,15,17,152
3,33,0,21,11,17,152
4,36,1,23,1,17,152
5,40,1,27,1,17,152
6,51,1,32,7,17,152
7,60,2,35,13,17,152
8,65,2,1,15,17,152
9,71,2,4,18,17,152
10,76,2,20,7,17,152
11,80,2,22,9,17,152
12,88,2,14,24,17,152
13,95,2,26,17,17,152
14,99,4,1,2,17,152
15,105,4,1,7,17,152
16,114,4,10,7,17,152
17,124,4,16,11,17,152
18,136,5,16,0,17,152
19,140,7,1,0,17,152
20,152,8,8,2,17,152
1,10,0,6,4,17,152
2,22,0,6,15,17,152
3,33,0,21,11,17,152
4,36,1,23,1,17,152
5,40,1,27,1,17,152
6,51,1,32,7,17,152
7,60,2,35,13,17,152
8,65,2,1,15,17,152
9,71,2,4,18,17,152
10,76,2,20,7,17,152
11,80,2,22,9,17,152
12,88,2,14,24,17,152
13,95,2,26,17,17,152
14,99,4,1,2,17,152
15,105,4,1,7,17,152
16,114,4,10,7,17,152
17,124,4,16,11,17,152
18,136,5,16,0,17,152
19,140,7,1,0,17,152
20,152,8,8,2,17,152
1,16,0,0,13,17,153
2,24,0,20,1,17,153
3,31,0,25,3,17,153
4,39,0,26,9,17,153
5,51,1,7,31,17,153
6,52,2,8,0,17,153
7,59,2,13,2,17,153
8,61,3,1,14,17,153
9,67,4,18,1,17,153
10,72,4,5,19,17,153
11,78,4,21,9,17,153
12,87,5,2,22,17,153
13,98,5,31,4,17,153
14,107,6,12,0,17,153
15,116,6,16,5,17,153
16,118,6,7,16,17,153
17,124,6,9,20,17,153
18,142,6,27,20,17,153
19,150,8,0,30,17,153
20,153,8,32,1,17,153
1,8,0,0,6,17,156
2,14,1,3,1,17,156
3,21,1,6,4,17,156
4,28,1,10,6,17,156
5,34,2,0,10,17,156
6,41,2,17,0,17,156
7,48,2,23,1,17,156
8,54,2,25,5,17,156
9,70,2,10,34,17,156
10,75,3,35,0,17,156
11,83,3,41,2,17,156
12,90,3,7,43,17,156
13,100,3,10,50,17,156
14,104,4,0,54,17,156
15,112,4,1,60,17,156
16,117,4,2,62,17,156
17,126,4,71,2,17,156
18,134,4,4,77,17,156
19,148,5,12,0,17,156
20,156,5,5,13,17,156
1,8,0,0,6,17,156
2,14,1,3,1,17,156
3,21,1,6,4,17,156
4,28,1,10,6,17,156
5,34,2,0,10,17,156
6,41,2,17,0,17,156
7,48,2,23,1,17,156
8,54,2,25,5,17,156
9,70,2,10,34,17,156
10,75,3,35,0,17,156
11,83,3,41,2,17,156
12,90,3,7,43,17,156
13,100,3,10,50,17,156
14,104,4,0,54,17,156
15,112,4,1,60,17,156
16,117,4,2,62,17,156
17,126,4,71,2,17,156
18,134,4,4,77,17,156
19,148,5,12,0,17,156
20,156,5,5,13,17,156
1,7,1,0,5,17,129
2,18,1,8,8,17,129
3,18,2,0,8,17,129
4,26,3,0,1,17,129
5,36,3,11,0,17,129
6,41,3,4,12,17,129
7,48,3,8,15,17,129
8,52,3,11,16,17,129
9,60,3,19,16,17,129
10,65,3,19,21,17,129
11,78,4,6,22,17,129
12,81,4,23,8,17,129
13,87,5,24,1,17,129
14,93,5,27,4,17,129
15,103,5,13,28,17,129
16,107,6,0,29,17,129
17,115,6,32,5,17,129
18,118,7,6,33,17,129
19,129,8,2,3,17,129
20,129,10,3,0,17,129
1,4,0,1,3,17,222
2,17,0,15,2,17,222
3,21,0,16,4,17,222
4,37,0,25,11,17,222
5,45,1,18,1,17,222
6,54,1,25,2,17,222
7,61,1,31,3,17,222
8,70,1,34,9,17,222
9,78,1,37,14,17,222
10,90,1,15,48,17,222
11,98,1,54,17,17,222
12,116,2,34,55,17,222
13,122,2,2,59,17,222
14,138,2,63,13,17,222
15,156,3,31,0,17,222
16,165,3,6,33,17,222
17,174,3,39,9,17,222
18,193,4,47,5,17,222
19,209,4,52,16,17,222
20,222,4,28,53,17,222
1,4,0,1,3,17,222
2,17,0,15,2,17,222
3,21,0,16,4,17,222
4,37,0,25,11,17,222
5,45,1,18,1,17,222
6,54,1,25,2,17,222
7,61,1,31,3,17,222
8,70,1,34,9,17,222
9,78,1,37,14,17,222
10,90,1,15,48,17,222
11,98,1,54,17,17,222
12,116,2,34,55,17,222
13,122,2,2,59,17,222
14,138,2,63,13,17,222
15,156,3,31,0,17,222
16,165,3,6,33,17,222
17,174,3,39,9,17,222
18,193,4,47,5,17,222
19,209,4,52,16,17,222
20,222,4,28,53,17,222
1,4,1,3,1,17,223
2,13,1,1,12,17,223
3,21,2,2,1,17,223
4,28,2,8,2,17,223
5,34,2,13,3,17,223
6,48,2,24,6,17,223
7,53,2,26,8,17,223
8,57,2,10,28,17,223
9,76,2,16,41,17,223
10,87,2,18,50,17,223
11,99,2,27,52,17,223
12,111,2,63,28,17,223
13,130,2,80,30,17,223
14,154,2,101,32,17,223
15,170,2,114,35,17,223
16,174,3,2,37,17,223
17,185,5,0,38,17,223
18,201,5,54,0,17,223
19,207,7,59,0,17,223
20,223,8,11,1,17,223
1,2,0,1,1,17,99
2,14,0,11,2,17,99
3,17,1,2,3,17,99
4,25,1,10,3,17,99
5,32,1,4,16,17,99
6,36,2,0,4,17,99
7,40,2,2,6,17,99
8,47,2,8,7,17,99
9,52,4,0,0,17,99
10,57,5,1,0,17,99
11,60,6,0,1,17,99
12,63,6,1,3,17,99
13,67,7,1,3,17,99
14,71,8,4,1,17,99
15,76,8,6,3,17,99
16,80,8,5,8,17,99
17,85,8,8,10,17,99
18,89,9,12,0,17,99
19,94,9,1,16,17,99
20,99,9,19,2,17,99
1,2,0,1,1,17,99
2,14,0,11,2,17,99
3,17,1,2,3,17,99
4,25,1,10,3,17,99
5,32,1,4,16,17,99
6,36,2,0,4,17,99
7,40,2,2,6,17,99
8,47,2,8,7,17,99
9,52,4,0,0,17,99
10,57,5,1,0,17,99
11,60,6,0,1,17,99
12,63,6,1,3,17,99
13,67,7,1,3,17,99
14,71,8,4,1,17,99
15,76,8,6,3,17,99
16,80,8,5,8,17,99
17,85,8,8,10,17,99
18,89,9,12,0,17,99
19,94,9,1,16,17,99
20,99,9,19,2,17,99
1,5,0,4,1,17,100
2,17,0,10,7,17,100
3,33,0,21,12,17,100
4,41,0,23,15,17,100
5,54,0,23,28,17,100
6,59,2,4,24,17,100
7,66,2,29,2,17,100
8,74,2,36,3,17,100
9,82,2,8,38,17,100
10,100,2,26,38,17,100
1,3,0,2,1,17,134
2,6,1,3,2,17,134
3,7,3,0,3,17,134
4,13,4,8,1,17,134
5,15,4,2,0,17,134
6,24,4,8,2,17,134
7,30,4,9,7,17,134
8,37,5,0,11,17,134
9,46,5,18,2,17,134
10,57,5,4,27,17,134
11,64,5,28,10,17,134
12,70,5,13,31,17,134
13,78,5,37,15,17,134
14,81,6,0,40,17,134
15,85,7,1,1,17,134
16,91,7,6,2,17,134
17,106,7,15,7,17,134
18,118,7,19,15,17,134
19,122,7,20,17,17,134
20,134,7,29,20,17,134
1,3,0,2,1,17,134
2,6,1,3,2,17,134
3,7,3,0,3,17,134
4,13,4,8,1,17,134
5,15,4,2,0,17,134
6,24,4,8,2,17,134
7,30,4,9,7,17,134
8,37,5,0,11,17,134
9,46,5,18,2,17,134
10,57,5,4,27,17,134
11,64,5,28,10,17,134
12,70,5,13,31,17,134
13,78,5,37,15,17,134
14,81,6,0,40,17,134
15,85,7,1,1,17,134
16,91,7,6,2,17,134
17,106,7,15,7,17,134
18,118,7,19,15,17,134
19,122,7,20,17,17,134
20,134,7,29,20,17,134
1,11,0,5,1,17,137
2,17,0,2,10,17,137
3,27,0,19,3,17,137
4,39,1,27,0,17,137
5,42,1,28,2,17,137
6,47,1,5,30,17,137
7,53,1,7,34,17,137
8,57,2,9,0,17,137
9,60,2,1,11,17,137
10,73,2,23,2,17,137
11,80,2,29,3,17,137
12,88,3,35,2,17,137
13,91,3,4,36,17,137
14,97,3,40,6,17,137
15,102,3,42,8,17,137
16,108,3,12,43,17,137
17,130,3,34,43,17,137
18,137,3,40,44,17,137
1,5,0,5,0,17,171
2,15,0,14,1,17,171
3,35,0,28,6,17,171
4,49,0,18,28,17,171
5,51,0,29,19,17,171
6,56,1,0,33,17,171
7,64,1,2,38,17,171
8,83,1,57,2,17,171
9,90,1,3,63,17,171
10,93,1,4,65,17,171
11,102,2,1,67,17,171
12,110,2,8,68,17,171
13,120,2,10,76,17,171
14,125,3,1,76,17,171
15,138,3,12,78,17,171
16,149,4,85,16,17,171
17,152,5,2,17,17,171
18,157,6,20,1,17,171
19,164,7,6,22,17,171
20,171,9,0,1,17,171
1,5,0,5,0,17,171
2,15,0,14,1,17,171
3,35,0,28,6,17,171
4,49,0,18,28,17,171
5,51,0,29,19,17,171
6,56,1,0,33,17,171
7,64,1,2,38,17,171
8,83,1,57,2,17,171
9,90,1,3,63,17,171
10,93,1,4,65,17,171
11,102,2,1,67,17,171
12,110,2,8,68,17,171
13,120,2,10,76,17,171
14,125,3,1,76,17,171
15,138,3,12,78,17,171
16,149,4,85,16,17,171
17,152,5,2,17,17,171
18,157,6,20,1,17,171
19,164,7,6,22,17,171
20,171,9,0,1,17,171
1,6,0,5,1,17,165
2,20,0,14,6,17,165
3,31,0,17,14,17,165
4,38,0,17,21,17,165
5,46,0,28,18,17,165
6,53,1,29,24,17,165
7,57,1,26,2,17,165
8,62,1,31,2,17,165
9,67,2,2,4,17,165
10,76,2,11,4,17,165
11,85,2,11,13,17,165
12,92,3,19,1,17,165
13,95,3,3,20,17,165
14,101,4,2,5,17,165
15,109,4,3,11,17,165
16,118,5,10,13,17,165
17,129,5,3,21,17,165
18,137,6,5,1,17,165
19,154,6,21,2,17,165
20,165,8,5,0,17,165
1,2,2,0,1,17,138
2,5,2,3,1,17,138
3,12,2,2,9,17,138
4,18,2,13,4,17,138
5,31,2,20,10,17,138
6,39,2,11,26,17,138
7,44,2,29,13,17,138
8,55,2,18,30,17,138
9,57,4,1,19,17,138
10,61,4,21,3,17,138
11,65,4,23,5,17,138
12,71,4,24,10,17,138
13,74,4,11,26,17,138
14,82,4,31,14,17,138
15,96,4,21,37,17,138
16,103,4,25,40,17,138
17,111,5,43,0,17,138
18,121,6,48,0,17,138
19,124,6,49,1,17,138
20,138,7,60,0,17,138
1,2,2,0,1,17,138
2,5,2,3,1,17,138
3,12,2,2,9,17,138
4,18,2,13,4,17,138
5,31,2,20,10,17,138
6,39,2,11,26,17,138
7,44,2,29,13,17,138
8,55,2,18,30,17,138
9,57,4,1,19,17,138
10,61,4,21,3,17,138
11,65,4,23,5,17,138
12,71,4,24,10,17,138
13,74,4,11,26,17,138
14,82,4,31,14,17,138
15,96,4,21,37,17,138
16,103,4,25,40,17,138
17,111,5,43,0,17,138
18,121,6,48,0,17,138
19,124,6,49,1,17,138
20,138,7,60,0,17,138
1,8,0,7,1,17,139
2,16,0,7,8,17,139
3,24,1,15,0,17,139
4,26,2,15,0,17,139
5,29,2,3,15,17,139
6,44,2,25,8,17,139
7,54,2,30,13,17,139
8,61,2,14,36,17,139
9,69,3,19,0,17,139
10,71,3,1,20,17,139
11,74,3,22,2,17,139
12,78,3,4,24,17,139
13,84,3,9,25,17,139
14,89,3,29,10,17,139
15,103,3,38,15,17,139
16,111,3,22,39,17,139
17,117,3,25,42,17,139
18,138,3,45,42,17,139
19,139,3,46,42,17,139
1,5,0,4,1,17,178
2,14,0,7,7,17,178
3,17,0,8,9,17,178
4,25,1,4,8,17,178
5,34,1,5,16,17,178
6,48,1,28,6,17,178
7,54,1,10,30,17,178
8,64,1,38,11,17,178
9,75,1,39,20,17,178
10,89,1,22,51,17,178
11,99,1,31,52,17,178
12,107,1,33,58,17,178
13,116,2,60,1,17,178
14,125,2,8,62,17,178
15,128,2,63,9,17,178
16,132,3,1,10,17,178
17,139,3,2,15,17,178
18,151,4,25,0,17,178
19,163,4,5,32,17,178
20,178,5,0,5,17,178
1,5,0,4,1,17,178
2,14,0,7,7,17,178
3,17,0,8,9,17,178
4,25,1,4,8,17,178
5,34,1,5,16,17,178
6,48,1,28,6,17,178
7,54,1,10,30,17,178
8,64,1,38,11,17,178
9,75,1,39,20,17,178
10,89,1,22,51,17,178
11,99,1,31,52,17,178
12,107,1,33,58,17,178
13,116,2,60,1,17,178
14,125,2,8,62,17,178
15,128,2,63,9,17,178
16,132,3,1,10,17,178
17,139,3,2,15,17,178
18,151,4,25,0,17,178
19,163,4,5,32,17,178
20,178,5,0,5,17,178
1,0,0,0,0,17,101
2,6,1,4,0,17,101
3,11,1,8,1,17,101
4,21,1,9,10,17,101
5,32,1,12,16,17,101
6,52,1,35,13,17,101
7,56,1,37,15,17,101
8,61,2,18,0,17,101
9,69,2,24,2,17,101
10,77,2,28,6,17,101
11,81,3,7,1,17,101
12,83,5,1,1,17,101
13,92,5,4,7,17,101
14,93,8,1,0,17,101
15,101,8,8,1,17,101
16,101,10,8,0,17,101
1,12,0,10,1,17,199
2,26,0,15,10,17,199
3,38,0,20,16,17,199
4,50,0,30,18,17,199
5,60,0,25,32,17,199
6,75,0,33,39,17,199
7,80,0,42,35,17,199
8,101,0,44,54,17,199
9,106,0,55,48,17,199
10,114,1,60,2,17,199
11,120,1,64,4,17,199
12,129,1,7,69,17,199
13,136,1,12,71,17,199
14,142,2,17,1,17,199
15,155,2,11,20,17,199
16,161,3,1,24,17,199
17,165,4,4,1,17,199
18,172,4,9,3,17,199
19,179,5,13,0,17,199
20,199,5,31,1,17,199
1,12,0,10,1,17,199
2,26,0,15,10,17,199
3,38,0,20,16,17,199
4,50,0,30,18,17,199
5,60,0,25,32,17,199
6,75,0,33,39,17,199
7,80,0,42,35,17,199
8,101,0,44,54,17,199
9,106,0,55,48,17,199
10,114,1,60,2,17,199
11,120,1,64,4,17,199
12,129,1,7,69,17,199
13,136,1,12,71,17,199
14,142,2,17,1,17,199
15,155,2,11,20,17,199
16,161,3,1,24,17,199
17,165,4,4,1,17,199
18,172,4,9,3,17,199
19,179,5,13,0,17,199
20,199,5,31,1,17,199
1,14,0,1,13,17,198
2,36,1,29,1,17,198
3,49,1,32,11,17,198
4,63,1,18,39,17,198
5,84,1,28,50,17,198
6,85,2,0,51,17,198
7,92,2,52,1,17,198
8,98,2,54,5,17,198
9,101,2,55,7,17,198
10,107,2,10,56,17,198
11,119,2,13,64,17,198
12,126,3,16,3,17,198
13,129,4,5,1,17,198
14,137,4,9,5,17,198
15,147,4,15,9,17,198
16,161,4,28,10,17,198
17,166,4,13,30,17,198
18,174,5,1,15,17,198
19,182,7,23,0,17,198
20,198,10,0,0,17,198
1,4,0,4,0,17,134
2,14,0,8,5,17,134
3,16,1,1,9,17,134
4,25,1,9,10,17,134
5,31,2,10,15,17,134
6,35,2,3,16,17,134
7,40,2,20,4,17,134
8,54,2,5,33,17,134
9,60,2,35,9,17,134
10,63,3,1,10,17,134
11,67,4,4,1,17,134
12,72,5,2,3,17,134
13,79,5,9,3,17,134
14,88,5,13,8,17,134
15,90,6,0,14,17,134
16,95,6,3,15,17,134
17,98,6,5,16,17,134
18,114,6,20,17,17,134
19,121,6,19,25,17,134
20,134,6,29,28,17,134
1,4,0,4,0,17,134
2,14,0,8,5,17,134
3,16,1,1,9,17,134
4,25,1,9,10,17,134
5,31,2,10,15,17,134
6,35,2,3,16,17,134
7,40,2,20,4,17,134
8,54,2,5,33,17,134
9,60,2,35,9,17,134
10,63,3,1,10,17,134
11,67,4,4,1,17,134
12,72,5,2,3,17,134
13,79,5,9,3,17,134
14,88,5,13,8,17,134
15,90,6,0,14,17,134
16,95,6,3,15,17,134
17,98,6,5,16,17,134
18,114,6,20,17,17,134
19,121,6,19,25,17,134
20,134,6,29,28,17,134
1,11,0,9,1,17,135
2,16,1,3,3,17,135
3,22,1,8,4,17,135
4,30,1,14,6,17,135
5,36,1,15,11,17,135
6,46,1,21,15,17,135
7,59,1,33,16,17,135
8,68,1,19,39,17,135
9,74,1,42,21,17,135
10,84,1,47,26,17,135
11,95,2,55,0,17,135
12,99,3,57,2,17,135
13,123,3,7,19,17,135
14,135,3,20,16,17,135
1,10,0,5,5,17,156
2,16,0,9,7,17,156
3,23,0,15,8,17,156
4,38,0,22,16,17,156
5,51,0,22,29,17,156
6,59,1,35,24,17,156
7,68,1,2,30,17,156
8,75,1,4,35,17,156
9,79,1,6,37,17,156
10,85,1,39,8,17,156
11,97,1,46,13,17,156
12,100,1,48,14,17,156
13,109,1,20,51,17,156
14,117,1,53,26,17,156
15,128,1,61,29,17,156
16,131,3,1,30,17,156
17,135,4,3,31,17,156
18,142,4,37,4,17,156
19,150,6,39,5,17,156
20,156,8,2,0,17,156
1,10,0,5,5,17,156
2,16,0,9,7,17,156
3,23,0,15,8,17,156
4,38,0,22,16,17,156
5,51,0,22,29,17,156
6,59,1,35,24,17,156
7,68,1,2,30,17,156
8,75,1,4,35,17,156
9,79,1,6,37,17,156
10,85,1,39,8,17,156
11,97,1,46,13,17,156
12,100,1,48,14,17,156
13,109,1,20,51,17,156
14,117,1,53,26,17,156
15,128,1,61,29,17,156
16,131,3,1,30,17,156
17,135,4,3,31,17,156
18,142,4,37,4,17,156
19,150,6,39,5,17,156
20,156,8,2,0,17,156
1,3,0,2,1,17,160
2,11,0,9,1,17,160
3,20,0,14,4,17,160
4,28,0,19,6,17,160
5,32,1,20,3,17,160
6,37,2,2,22,17,160
7,45,2,28,4,17,160
8,51,2,9,29,17,160
9,58,2,15,30,17,160
10,66,3,2,31,17,160
11,71,4,1,3,17,160
12,77,4,4,5,17,160
13,81,4,6,7,17,160
14,97,5,4,14,17,160
15,104,6,2,9,17,160
16,119,6,17,9,17,160
17,131,6,16,22,17,160
18,143,6,32,17,17,160
19,160,7,4,33,17,160
1,0,2,0,0,17,136
2,7,2,1,4,17,136
3,12,2,1,4,17,136
4,21,2,9,5,17,136
5,22,3,1,9,17,136
6,26,4,5,9,17,136
7,28,4,10,1,17,136
8,36,4,11,8,17,136
9,42,4,10,13,17,136
10,46,4,15,12,17,136
11,55,4,23,13,17,136
12,66,4,32,15,17,136
13,72,4,33,20,17,136
14,83,5,4,34,17,136
15,90,5,36,9,17,136
16,96,6,41,0,17,136
17,111,6,8,48,17,136
18,116,7,10,3,17,136
19,128,8,12,1,17,136
20,136,8,8,13,17,136
1,0,2,0,0,17,136
2,7,2,1,4,17,136
3,12,2,1,4,17,136
4,21,2,9,5,17,136
5,22,3,1,9,17,136
6,26,4,5,9,17,136
7,28,4,10,1,17,136
8,36,4,11,8,17,136
9,42,4,10,13,17,136
10,46,4,15,12,17,136
11,55,4,23,13,17,136
12,66,4,32,15,17,136
13,72,4,33,20,17,136
14,83,5,4,34,17,136
15,90,5,36,9,17,136
16,96,6,41,0,17,136
17,111,6,8,48,17,136
18,116,7,10,3,17,136
19,128,8,12,1,17,136
20,136,8,8,13,17,136
1,4,0,3,1,17,139
2,16,1,8,1,17,139
3,23,1,6,10,17,139
4,29,1,8,14,17,139
5,33,1,12,14,17,139
6,48,1,16,25,17,139
7,54,1,20,27,17,139
8,62,1,29,26,17,139
9,66,2,1,27,17,139
10,70,2,29,3,17,139
11,85,2,13,30,17,139
12,94,3,3,36,17,139
13,105,3,44,5,17,139
14,112,3,49,7,17,139
15,120,3,14,50,17,139
16,129,3,22,51,17,139
17,139,3,26,56,17,139
1,9,0,4,5,17,167
2,20,0,4,16,17,167
3,30,1,11,0,17,167
4,31,2,11,1,17,167
5,36,2,15,2,17,167
6,40,2,4,17,17,167
7,53,2,25,7,17,167
8,57,2,9,26,17,167
9,60,2,27,11,17,167
10,70,2,14,34,17,167
11,79,2,42,15,17,167
12,93,3,10,15,17,167
13,102,3,17,17,17,167
14,106,5,2,19,17,167
15,110,6,1,4,17,167
16,120,6,4,6,17,167
17,140,6,23,7,17,167
18,149,6,15,24,17,167
19,160,6,29,19,17,167
20,167,9,6,0,17,167
1,9,0,4,5,17,167
2,20,0,4,16,17,167
3,30,1,11,0,17,167
4,31,2,11,1,17,167
5,36,2,15,2,17,167
6,40,2,4,17,17,167
7,53,2,25,7,17,167
8,57,2,9,26,17,167
9,60,2,27,11,17,167
10,70,2,14,34,17,167
11,79,2,42,15,17,167
12,93,3,10,15,17,167
13,102,3,17,17,17,167
14,106,5,2,19,17,167
15,110,6,1,4,17,167
16,120,6,4,6,17,167
17,140,6,23,7,17,167
18,149,6,15,24,17,167
19,160,6,29,19,17,167
20,167,9,6,0,17,167
1,6,1,3,2,17,167
2,16,1,12,3,17,167
3,27,1,22,4,17,167
4,34,2,23,10,17,167
5,37,2,13,0,17,167
6,43,2,18,1,17,167
7,51,2,24,3,17,167
8,57,2,26,7,17,167
9,66,2,11,31,17,167
10,81,2,33,24,17,167
11,92,2,33,35,17,167
12,110,2,51,35,17,167
13,120,2,42,53,17,167
14,129,2,60,44,17,167
15,134,3,63,0,17,167
16,140,4,3,64,17,167
17,145,5,0,7,17,167
18,149,6,2,2,17,167
19,162,7,2,15,17,167
20,167,8,3,0,17,167
1,9,0,4,5,17,167
2,20,0,4,16,17,167
3,30,1,11,0,17,167
4,31,2,11,1,17,167
5,36,2,15,2,17,167
6,40,2,4,17,17,167
7,53,2,25,7,17,167
